width,depth,one_gates,two_gates,Dp1,Dp2,Dp3,P,O,F,S,ideal_prob
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,2.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,2.0,0.003
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.002,0.002,0.998,5.0,0.001
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.005,0.005,0.995,4.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,4.0,0.001
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,4.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,6.0,0.005
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,3.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.002,0.002,0.998,3.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.001,0.001,0.999,2.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.005,0.005,0.995,5.0,0.004
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,3.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.005,0.005,0.995,4.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,4.0,0.004
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,4.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,3.0,0.001
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.006,0.006,0.994,1.0,0.014
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.002,0.002,0.998,4.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.002,0.002,0.998,4.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.005,0.005,0.995,2.0,0.019
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.001,0.001,0.999,4.0,0.002
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,4.0,0.001
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,3.0,0.001
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,5.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.002,0.002,0.998,3.0,0.003
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,1.0,0.004
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.003,0.003,0.997,5.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,3.0,0.004
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,6.0,-1.0
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.005,0.005,0.995,0.0,0.004
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.001,0.001,0.999,5.0,0.001
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.004,0.004,0.996,4.0,0.003
16.0,707.0,2842.0,345.0,0.703,0.906,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,1.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,1.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,7.0,0.009
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,2.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,2.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,2.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,8.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.005,0.005,0.995,7.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.006
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,7.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.009
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,0.006
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,2.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.007
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,2.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.006
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,9.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.009
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,1.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,8.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,2.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.008
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,2.0,0.008
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,0.006
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,2.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.008
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,7.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.008
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,2.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.01
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.007
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.007
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.005,0.005,0.995,2.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,7.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,2.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,2.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,2.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.005
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,0.0,0.006
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,8.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,7.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,1.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,3.0,0.006
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,1.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,3.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,5.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,7.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,2.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.004,0.004,0.996,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,0.002
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.004
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,3.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.001,0.001,0.999,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,4.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,0.001
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,7.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.003,0.003,0.997,6.0,0.003
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.005,0.005,0.995,2.0,0.011
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,5.0,-1.0
18.0,957.0,4122.0,495.0,0.784,0.961,0.961,0.002,0.002,0.998,6.0,0.006
